Datetime,Name,Value,Units
2014-05-01T14:17:33.113601Z,Timing Advance,48.0,degrees
2014-05-01T14:17:33.150569Z,Intake Air Temp,13,C
2014-05-01T14:17:33.187446Z,Air Flow Rate (MAF),10.45,grams/sec
2014-05-01T14:17:33.224537Z,Throttle Position,19.2156862745,%
2014-05-01T14:17:33.233851Z,Location of O2 sensors,03,
2014-05-01T14:17:33.269563Z,O2 Sensor: 1 - 2,10199.21875,%
2014-05-01T14:17:33.306388Z,OBD Designation,01,
2014-05-01T14:17:33.343279Z,Time Since Engine Start,504,secs
2014-05-01T14:17:33.380130Z,Distance travelled with MIL on,0,km
2014-05-01T14:17:33.417021Z,Commanded EGR,0.0,%
2014-05-01T14:17:33.453877Z,EGR Error,0,%
2014-05-01T14:17:33.490794Z,Commanded Evaporative Purge,0.0,%
2014-05-01T14:17:33.527624Z,Fuel Level Input,65.4901960784,%
2014-05-01T14:17:33.564500Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:17:33.601293Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:17:33.638185Z,Evap. System Vapor Pressure,FFCB,
2014-05-01T14:17:33.675048Z,Barometric Pressure,83,kPa
2014-05-01T14:17:33.711907Z,O2S1_WR_lambda(1),80568004,
2014-05-01T14:17:33.748793Z,Catalyst Temperature Bank 1 Sensor 1,678.4,C
2014-05-01T14:17:33.785667Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:17:33.822530Z,Control Module Voltage,14.625,V
2014-05-01T14:17:33.859409Z,Absolute Load Value,25.4901960784,%
2014-05-01T14:17:33.896242Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:17:33.933112Z,Relative Throttle Position,10.5882352941,%
2014-05-01T14:17:33.969990Z,Absolute Throttle Position B,36.0784313725,%
2014-05-01T14:17:34.006730Z,Accelerator Pedal Position D,34.5098039216,%
2014-05-01T14:17:34.043773Z,Accelerator Pedal Position E,17.6470588235,%
2014-05-01T14:17:34.080570Z,Commanded Throttle Actuator,14.9019607843,%
2014-05-01T14:17:39.119505Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:17:39.155610Z,Fuel System Status,0200,
2014-05-01T14:17:39.192361Z,Calculated Load Value,41.9607843137,%
2014-05-01T14:17:39.200738Z,Coolant Temperature,82,C
2014-05-01T14:17:39.237471Z,Short Term Fuel Trim,-0.78125,%
2014-05-01T14:17:39.274308Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:17:39.311179Z,Intake Manifold Pressure,34,kPa
2014-05-01T14:17:39.347983Z,Engine RPM,1937,rpm
2014-05-01T14:17:39.357121Z,Vehicle Speed,55,km/h
2014-05-01T14:17:39.365386Z,Timing Advance,35.0,degrees
2014-05-01T14:17:39.401290Z,Intake Air Temp,13,C
2014-05-01T14:17:39.438135Z,Air Flow Rate (MAF),9.37,grams/sec
2014-05-01T14:17:39.475006Z,Throttle Position,20.0,%
2014-05-01T14:17:39.483336Z,Location of O2 sensors,03,
2014-05-01T14:17:39.520027Z,O2 Sensor: 1 - 2,26400.0,%
2014-05-01T14:17:39.556912Z,OBD Designation,01,
2014-05-01T14:17:39.593771Z,Time Since Engine Start,510,secs
2014-05-01T14:17:39.630545Z,Distance travelled with MIL on,0,km
2014-05-01T14:17:39.667506Z,Commanded EGR,15.2941176471,%
2014-05-01T14:17:39.704261Z,EGR Error,-26,%
2014-05-01T14:17:39.741014Z,Commanded Evaporative Purge,0.0,%
2014-05-01T14:17:39.778110Z,Fuel Level Input,67.8431372549,%
2014-05-01T14:17:39.814966Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:17:39.851825Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:17:39.888708Z,Evap. System Vapor Pressure,FF96,
2014-05-01T14:17:39.925551Z,Barometric Pressure,83,kPa
2014-05-01T14:17:39.962421Z,O2S1_WR_lambda(1),80937FEC,
2014-05-01T14:17:39.999302Z,Catalyst Temperature Bank 1 Sensor 1,679.4,C
2014-05-01T14:17:40.036178Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:17:40.072916Z,Control Module Voltage,14.625,V
2014-05-01T14:17:40.109881Z,Absolute Load Value,49.4117647059,%
2014-05-01T14:17:40.146727Z,Command Equivalence Ratio,0,ratio
2014-05-01T14:17:40.183729Z,Relative Throttle Position,16.0784313725,%
2014-05-01T14:17:40.220474Z,Absolute Throttle Position B,38.8235294118,%
2014-05-01T14:17:40.257384Z,Accelerator Pedal Position D,40.0,%
2014-05-01T14:17:40.294189Z,Accelerator Pedal Position E,20.0,%
2014-05-01T14:17:40.331072Z,Commanded Throttle Actuator,18.0392156863,%
2014-05-01T14:17:45.369787Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:17:45.405826Z,Fuel System Status,0200,
2014-05-01T14:17:45.442667Z,Calculated Load Value,27.8431372549,%
2014-05-01T14:17:45.452493Z,Coolant Temperature,83,C
2014-05-01T14:17:45.487716Z,Short Term Fuel Trim,0.78125,%
2014-05-01T14:17:45.524415Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:17:45.561476Z,Intake Manifold Pressure,30,kPa
2014-05-01T14:17:45.598442Z,Engine RPM,2072,rpm
2014-05-01T14:17:45.607446Z,Vehicle Speed,59,km/h
2014-05-01T14:17:45.615635Z,Timing Advance,38.5,degrees
2014-05-01T14:17:45.651589Z,Intake Air Temp,13,C
2014-05-01T14:17:45.688455Z,Air Flow Rate (MAF),10.61,grams/sec
2014-05-01T14:17:45.725262Z,Throttle Position,19.6078431373,%
2014-05-01T14:17:45.733256Z,Location of O2 sensors,03,
2014-05-01T14:17:45.770350Z,O2 Sensor: 1 - 2,30201.5625,%
2014-05-01T14:17:45.807240Z,OBD Designation,01,
2014-05-01T14:17:45.843963Z,Time Since Engine Start,516,secs
2014-05-01T14:17:45.880918Z,Distance travelled with MIL on,0,km
2014-05-01T14:17:45.917797Z,Commanded EGR,0.0,%
2014-05-01T14:17:45.954709Z,EGR Error,0,%
2014-05-01T14:17:45.991545Z,Commanded Evaporative Purge,4.3137254902,%
2014-05-01T14:17:46.028416Z,Fuel Level Input,62.7450980392,%
2014-05-01T14:17:46.065288Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:17:46.102121Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:17:46.139012Z,Evap. System Vapor Pressure,FFCB,
2014-05-01T14:17:46.175881Z,Barometric Pressure,83,kPa
2014-05-01T14:17:46.212732Z,O2S1_WR_lambda(1),7F978000,
2014-05-01T14:17:46.249529Z,Catalyst Temperature Bank 1 Sensor 1,680.1,C
2014-05-01T14:17:46.286450Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:17:46.323366Z,Control Module Voltage,14.625,V
2014-05-01T14:17:46.360205Z,Absolute Load Value,28.2352941176,%
2014-05-01T14:17:46.397071Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:17:46.433898Z,Relative Throttle Position,10.5882352941,%
2014-05-01T14:17:46.470773Z,Absolute Throttle Position B,35.6862745098,%
2014-05-01T14:17:46.507629Z,Accelerator Pedal Position D,34.9019607843,%
2014-05-01T14:17:46.544552Z,Accelerator Pedal Position E,17.2549019608,%
2014-05-01T14:17:46.581483Z,Commanded Throttle Actuator,11.3725490196,%
2014-05-01T14:17:51.619960Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:17:51.656134Z,Fuel System Status,0200,
2014-05-01T14:17:51.692982Z,Calculated Load Value,11.3725490196,%
2014-05-01T14:17:51.701235Z,Coolant Temperature,84,C
2014-05-01T14:17:51.738032Z,Short Term Fuel Trim,-1.5625,%
2014-05-01T14:17:51.774919Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:17:51.811632Z,Intake Manifold Pressure,18,kPa
2014-05-01T14:17:51.848615Z,Engine RPM,2218,rpm
2014-05-01T14:17:51.857629Z,Vehicle Speed,63,km/h
2014-05-01T14:17:51.865826Z,Timing Advance,16.5,degrees
2014-05-01T14:17:51.901865Z,Intake Air Temp,13,C
2014-05-01T14:17:51.938734Z,Air Flow Rate (MAF),2.7,grams/sec
2014-05-01T14:17:51.975587Z,Throttle Position,14.5098039216,%
2014-05-01T14:17:51.983834Z,Location of O2 sensors,03,
2014-05-01T14:17:52.020724Z,O2 Sensor: 1 - 2,25998.4375,%
2014-05-01T14:17:52.057501Z,OBD Designation,01,
2014-05-01T14:17:52.094393Z,Time Since Engine Start,522,secs
2014-05-01T14:17:52.131200Z,Distance travelled with MIL on,0,km
2014-05-01T14:17:52.168099Z,Commanded EGR,0.0,%
2014-05-01T14:17:52.204979Z,EGR Error,0,%
2014-05-01T14:17:52.241852Z,Commanded Evaporative Purge,20.0,%
2014-05-01T14:17:52.278725Z,Fuel Level Input,72.5490196078,%
2014-05-01T14:17:52.315562Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:17:52.352408Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:17:52.389338Z,Evap. System Vapor Pressure,FE8C,
2014-05-01T14:17:52.426127Z,Barometric Pressure,83,kPa
2014-05-01T14:17:52.463024Z,O2S1_WR_lambda(1),80EA7FFF,
2014-05-01T14:17:52.499875Z,Catalyst Temperature Bank 1 Sensor 1,680.0,C
2014-05-01T14:17:52.536770Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:17:52.573577Z,Control Module Voltage,14.7,V
2014-05-01T14:17:52.610484Z,Absolute Load Value,6.66666666667,%
2014-05-01T14:17:52.647345Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:17:52.684165Z,Relative Throttle Position,7.45098039216,%
2014-05-01T14:17:52.721067Z,Absolute Throttle Position B,34.1176470588,%
2014-05-01T14:17:52.757946Z,Accelerator Pedal Position D,32.5490196078,%
2014-05-01T14:17:52.794870Z,Accelerator Pedal Position E,16.4705882353,%
2014-05-01T14:17:52.831426Z,Commanded Throttle Actuator,10.9803921569,%
2014-05-01T14:17:57.870157Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:17:57.906430Z,Fuel System Status,0200,
2014-05-01T14:17:57.943269Z,Calculated Load Value,47.8431372549,%
2014-05-01T14:17:57.951435Z,Coolant Temperature,85,C
2014-05-01T14:17:57.988317Z,Short Term Fuel Trim,2.34375,%
2014-05-01T14:17:58.025199Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:17:58.062064Z,Intake Manifold Pressure,53,kPa
2014-05-01T14:17:58.098933Z,Engine RPM,2189,rpm
2014-05-01T14:17:58.108007Z,Vehicle Speed,63,km/h
2014-05-01T14:17:58.116168Z,Timing Advance,38.5,degrees
2014-05-01T14:17:58.152163Z,Intake Air Temp,13,C
2014-05-01T14:17:58.188910Z,Air Flow Rate (MAF),12.66,grams/sec
2014-05-01T14:17:58.225920Z,Throttle Position,19.6078431373,%
2014-05-01T14:17:58.234090Z,Location of O2 sensors,03,
2014-05-01T14:17:58.270969Z,O2 Sensor: 1 - 2,24600.78125,%
2014-05-01T14:17:58.307818Z,OBD Designation,01,
2014-05-01T14:17:58.344668Z,Time Since Engine Start,529,secs
2014-05-01T14:17:58.381628Z,Distance travelled with MIL on,0,km
2014-05-01T14:17:58.418398Z,Commanded EGR,0.0,%
2014-05-01T14:17:58.455275Z,EGR Error,0,%
2014-05-01T14:17:58.492124Z,Commanded Evaporative Purge,0.0,%
2014-05-01T14:17:58.528971Z,Fuel Level Input,62.7450980392,%
2014-05-01T14:17:58.565865Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:17:58.602701Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:17:58.639577Z,Evap. System Vapor Pressure,FF96,
2014-05-01T14:17:58.676441Z,Barometric Pressure,83,kPa
2014-05-01T14:17:58.713321Z,O2S1_WR_lambda(1),7BCC800E,
2014-05-01T14:17:58.750140Z,Catalyst Temperature Bank 1 Sensor 1,675.8,C
2014-05-01T14:17:58.787028Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:17:58.823895Z,Control Module Voltage,14.625,V
2014-05-01T14:17:58.860785Z,Absolute Load Value,26.2745098039,%
2014-05-01T14:17:58.897629Z,Command Equivalence Ratio,0,ratio
2014-05-01T14:17:58.934500Z,Relative Throttle Position,10.9803921569,%
2014-05-01T14:17:58.971369Z,Absolute Throttle Position B,36.0784313725,%
2014-05-01T14:17:59.008197Z,Accelerator Pedal Position D,34.1176470588,%
2014-05-01T14:17:59.045138Z,Accelerator Pedal Position E,16.862745098,%
2014-05-01T14:17:59.081959Z,Commanded Throttle Actuator,12.1568627451,%
2014-05-01T14:18:04.120962Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:18:04.156964Z,Fuel System Status,0200,
2014-05-01T14:18:04.193727Z,Calculated Load Value,40.0,%
2014-05-01T14:18:04.201963Z,Coolant Temperature,86,C
2014-05-01T14:18:04.238825Z,Short Term Fuel Trim,0.78125,%
2014-05-01T14:18:04.275692Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:18:04.312450Z,Intake Manifold Pressure,44,kPa
2014-05-01T14:18:04.349405Z,Engine RPM,2208,rpm
2014-05-01T14:18:04.358361Z,Vehicle Speed,63,km/h
2014-05-01T14:18:04.366566Z,Timing Advance,43.5,degrees
2014-05-01T14:18:04.402654Z,Intake Air Temp,13,C
2014-05-01T14:18:04.439503Z,Air Flow Rate (MAF),14.63,grams/sec
2014-05-01T14:18:04.476420Z,Throttle Position,23.5294117647,%
2014-05-01T14:18:04.484583Z,Location of O2 sensors,03,
2014-05-01T14:18:04.521442Z,O2 Sensor: 1 - 2,19400.78125,%
2014-05-01T14:18:04.558299Z,OBD Designation,01,
2014-05-01T14:18:04.595192Z,Time Since Engine Start,535,secs
2014-05-01T14:18:04.632036Z,Distance travelled with MIL on,0,km
2014-05-01T14:18:04.668903Z,Commanded EGR,0.0,%
2014-05-01T14:18:04.705777Z,EGR Error,0,%
2014-05-01T14:18:04.742622Z,Commanded Evaporative Purge,0.0,%
2014-05-01T14:18:04.779485Z,Fuel Level Input,67.8431372549,%
2014-05-01T14:18:04.816379Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:18:04.853214Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:18:04.890127Z,Evap. System Vapor Pressure,FF96,
2014-05-01T14:18:04.926945Z,Barometric Pressure,83,kPa
2014-05-01T14:18:04.963792Z,O2S1_WR_lambda(1),7DC6800F,
2014-05-01T14:18:05.000650Z,Catalyst Temperature Bank 1 Sensor 1,677.8,C
2014-05-01T14:18:05.037571Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:18:05.074493Z,Control Module Voltage,14.6,V
2014-05-01T14:18:05.111093Z,Absolute Load Value,38.8235294118,%
2014-05-01T14:18:05.148044Z,Command Equivalence Ratio,0,ratio
2014-05-01T14:18:05.185021Z,Relative Throttle Position,14.9019607843,%
2014-05-01T14:18:05.221741Z,Absolute Throttle Position B,38.431372549,%
2014-05-01T14:18:05.258737Z,Accelerator Pedal Position D,36.0784313725,%
2014-05-01T14:18:05.295616Z,Accelerator Pedal Position E,17.6470588235,%
2014-05-01T14:18:05.332463Z,Commanded Throttle Actuator,16.0784313725,%
2014-05-01T14:18:10.371329Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:18:10.407175Z,Fuel System Status,0200,
2014-05-01T14:18:10.444058Z,Calculated Load Value,41.9607843137,%
2014-05-01T14:18:10.452199Z,Coolant Temperature,85,C
2014-05-01T14:18:10.489127Z,Short Term Fuel Trim,0.78125,%
2014-05-01T14:18:10.525980Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:18:10.562844Z,Intake Manifold Pressure,38,kPa
2014-05-01T14:18:10.599692Z,Engine RPM,2240,rpm
2014-05-01T14:18:10.610726Z,Vehicle Speed,64,km/h
2014-05-01T14:18:10.619658Z,Timing Advance,44.0,degrees
2014-05-01T14:18:10.657068Z,Intake Air Temp,13,C
2014-05-01T14:18:10.693935Z,Air Flow Rate (MAF),3.61,grams/sec
2014-05-01T14:18:10.730792Z,Throttle Position,14.5098039216,%
2014-05-01T14:18:10.739693Z,Location of O2 sensors,03,
2014-05-01T14:18:10.775907Z,O2 Sensor: 1 - 2,30798.4375,%
2014-05-01T14:18:10.812693Z,OBD Designation,01,
2014-05-01T14:18:10.849505Z,Time Since Engine Start,541,secs
2014-05-01T14:18:10.886437Z,Distance travelled with MIL on,0,km
2014-05-01T14:18:10.923305Z,Commanded EGR,0.0,%
2014-05-01T14:18:10.960167Z,EGR Error,0,%
2014-05-01T14:18:10.996753Z,Commanded Evaporative Purge,11.3725490196,%
2014-05-01T14:18:11.033909Z,Fuel Level Input,66.6666666667,%
2014-05-01T14:18:11.070754Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:18:11.107620Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:18:11.144465Z,Evap. System Vapor Pressure,FF61,
2014-05-01T14:18:11.181366Z,Barometric Pressure,83,kPa
2014-05-01T14:18:11.218229Z,O2S1_WR_lambda(1),8A0E7FF6,
2014-05-01T14:18:11.255098Z,Catalyst Temperature Bank 1 Sensor 1,677.4,C
2014-05-01T14:18:11.291960Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:18:11.328798Z,Control Module Voltage,14.7,V
2014-05-01T14:18:11.365683Z,Absolute Load Value,13.7254901961,%
2014-05-01T14:18:11.402546Z,Command Equivalence Ratio,0,ratio
2014-05-01T14:18:11.439413Z,Relative Throttle Position,7.8431372549,%
2014-05-01T14:18:11.476267Z,Absolute Throttle Position B,34.9019607843,%
2014-05-01T14:18:11.513115Z,Accelerator Pedal Position D,32.1568627451,%
2014-05-01T14:18:11.549999Z,Accelerator Pedal Position E,15.6862745098,%
2014-05-01T14:18:11.586904Z,Commanded Throttle Actuator,9.80392156863,%
2014-05-01T14:18:16.625722Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:18:16.661826Z,Fuel System Status,0200,
2014-05-01T14:18:16.698659Z,Calculated Load Value,17.6470588235,%
2014-05-01T14:18:16.706814Z,Coolant Temperature,85,C
2014-05-01T14:18:16.743727Z,Short Term Fuel Trim,-3.125,%
2014-05-01T14:18:16.780565Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:18:16.817441Z,Intake Manifold Pressure,21,kPa
2014-05-01T14:18:16.854338Z,Engine RPM,2314,rpm
2014-05-01T14:18:16.863177Z,Vehicle Speed,66,km/h
2014-05-01T14:18:16.871373Z,Timing Advance,42.0,degrees
2014-05-01T14:18:16.907599Z,Intake Air Temp,13,C
2014-05-01T14:18:16.944414Z,Air Flow Rate (MAF),6.39,grams/sec
2014-05-01T14:18:16.981309Z,Throttle Position,17.2549019608,%
2014-05-01T14:18:16.989476Z,Location of O2 sensors,03,
2014-05-01T14:18:17.026246Z,O2 Sensor: 1 - 2,31798.4375,%
2014-05-01T14:18:17.063011Z,OBD Designation,01,
2014-05-01T14:18:17.100095Z,Time Since Engine Start,547,secs
2014-05-01T14:18:17.137008Z,Distance travelled with MIL on,0,km
2014-05-01T14:18:17.173828Z,Commanded EGR,0.0,%
2014-05-01T14:18:17.210679Z,EGR Error,0,%
2014-05-01T14:18:17.247433Z,Commanded Evaporative Purge,24.3137254902,%
2014-05-01T14:18:17.284400Z,Fuel Level Input,72.5490196078,%
2014-05-01T14:18:17.321065Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:18:17.358136Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:18:17.395356Z,Evap. System Vapor Pressure,FDEC,
2014-05-01T14:18:17.431622Z,Barometric Pressure,83,kPa
2014-05-01T14:18:17.468503Z,O2S1_WR_lambda(1),7AD88011,
2014-05-01T14:18:17.505561Z,Catalyst Temperature Bank 1 Sensor 1,679.1,C
2014-05-01T14:18:17.542475Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:18:17.579315Z,Control Module Voltage,14.65,V
2014-05-01T14:18:17.616200Z,Absolute Load Value,30.9803921569,%
2014-05-01T14:18:17.653094Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:18:17.689921Z,Relative Throttle Position,15.2941176471,%
2014-05-01T14:18:17.726774Z,Absolute Throttle Position B,38.8235294118,%
2014-05-01T14:18:17.763627Z,Accelerator Pedal Position D,37.2549019608,%
2014-05-01T14:18:17.800490Z,Accelerator Pedal Position E,18.431372549,%
2014-05-01T14:18:17.837367Z,Commanded Throttle Actuator,18.8235294118,%
2014-05-01T14:18:22.876057Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:18:22.911877Z,Fuel System Status,0200,
2014-05-01T14:18:22.948694Z,Calculated Load Value,10.5882352941,%
2014-05-01T14:18:22.957638Z,Coolant Temperature,85,C
2014-05-01T14:18:22.993700Z,Short Term Fuel Trim,-4.6875,%
2014-05-01T14:18:23.030575Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:18:23.067594Z,Intake Manifold Pressure,17,kPa
2014-05-01T14:18:23.104486Z,Engine RPM,2191,rpm
2014-05-01T14:18:23.114604Z,Vehicle Speed,70,km/h
2014-05-01T14:18:23.122719Z,Timing Advance,22.5,degrees
2014-05-01T14:18:23.157760Z,Intake Air Temp,13,C
2014-05-01T14:18:23.194716Z,Air Flow Rate (MAF),5.18,grams/sec
2014-05-01T14:18:23.231525Z,Throttle Position,17.6470588235,%
2014-05-01T14:18:23.239688Z,Location of O2 sensors,03,
2014-05-01T14:18:23.276709Z,O2 Sensor: 1 - 2,32798.4375,%
2014-05-01T14:18:23.313405Z,OBD Designation,01,
2014-05-01T14:18:23.350336Z,Time Since Engine Start,554,secs
2014-05-01T14:18:23.387251Z,Distance travelled with MIL on,0,km
2014-05-01T14:18:23.424106Z,Commanded EGR,0.0,%
2014-05-01T14:18:23.460957Z,EGR Error,0,%
2014-05-01T14:18:23.497776Z,Commanded Evaporative Purge,13.7254901961,%
2014-05-01T14:18:23.534699Z,Fuel Level Input,66.6666666667,%
2014-05-01T14:18:23.571397Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:18:23.608398Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:18:23.645306Z,Evap. System Vapor Pressure,FF96,
2014-05-01T14:18:23.682147Z,Barometric Pressure,83,kPa
2014-05-01T14:18:23.718983Z,O2S1_WR_lambda(1),81158000,
2014-05-01T14:18:23.755873Z,Catalyst Temperature Bank 1 Sensor 1,679.5,C
2014-05-01T14:18:23.792750Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:18:23.829621Z,Control Module Voltage,14.65,V
2014-05-01T14:18:23.866463Z,Absolute Load Value,36.4705882353,%
2014-05-01T14:18:23.903343Z,Command Equivalence Ratio,0,ratio
2014-05-01T14:18:23.940207Z,Relative Throttle Position,12.1568627451,%
2014-05-01T14:18:23.977059Z,Absolute Throttle Position B,36.4705882353,%
2014-05-01T14:18:24.013678Z,Accelerator Pedal Position D,35.2941176471,%
2014-05-01T14:18:24.050836Z,Accelerator Pedal Position E,17.2549019608,%
2014-05-01T14:18:24.087718Z,Commanded Throttle Actuator,11.7647058824,%
2014-05-01T14:18:29.126447Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:18:29.162471Z,Fuel System Status,0200,
2014-05-01T14:18:29.199278Z,Calculated Load Value,76.4705882353,%
2014-05-01T14:18:29.209231Z,Coolant Temperature,85,C
2014-05-01T14:18:29.244322Z,Short Term Fuel Trim,4.6875,%
2014-05-01T14:18:29.280952Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:18:29.318061Z,Intake Manifold Pressure,76,kPa
2014-05-01T14:18:29.354909Z,Engine RPM,1930,rpm
2014-05-01T14:18:29.363871Z,Vehicle Speed,72,km/h
2014-05-01T14:18:29.372211Z,Timing Advance,29.5,degrees
2014-05-01T14:18:29.408169Z,Intake Air Temp,13,C
2014-05-01T14:18:29.444908Z,Air Flow Rate (MAF),14.72,grams/sec
2014-05-01T14:18:29.481883Z,Throttle Position,26.2745098039,%
2014-05-01T14:18:29.490684Z,Location of O2 sensors,03,
2014-05-01T14:18:29.526914Z,O2 Sensor: 1 - 2,23003.90625,%
2014-05-01T14:18:29.563792Z,OBD Designation,01,
2014-05-01T14:18:29.600657Z,Time Since Engine Start,560,secs
2014-05-01T14:18:29.637542Z,Distance travelled with MIL on,0,km
2014-05-01T14:18:29.674174Z,Commanded EGR,0.0,%
2014-05-01T14:18:29.711137Z,EGR Error,0,%
2014-05-01T14:18:29.748126Z,Commanded Evaporative Purge,0.0,%
2014-05-01T14:18:29.784885Z,Fuel Level Input,62.7450980392,%
2014-05-01T14:18:29.821850Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:18:29.858717Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:18:29.895576Z,Evap. System Vapor Pressure,FFCB,
2014-05-01T14:18:29.932497Z,Barometric Pressure,83,kPa
2014-05-01T14:18:29.969317Z,O2S1_WR_lambda(1),7EA88007,
2014-05-01T14:18:30.006084Z,Catalyst Temperature Bank 1 Sensor 1,677.4,C
2014-05-01T14:18:30.043039Z,Monitor Status This Drive Cycle,0007E1A5,
2014-05-01T14:18:30.079885Z,Control Module Voltage,14.7,V
2014-05-01T14:18:30.116791Z,Absolute Load Value,40.0,%
2014-05-01T14:18:30.153687Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:18:30.190606Z,Relative Throttle Position,13.3333333333,%
2014-05-01T14:18:30.227379Z,Absolute Throttle Position B,37.6470588235,%
2014-05-01T14:18:30.264259Z,Accelerator Pedal Position D,37.6470588235,%
2014-05-01T14:18:30.301083Z,Accelerator Pedal Position E,18.8235294118,%
2014-05-01T14:18:30.337955Z,Commanded Throttle Actuator,14.5098039216,%
2014-05-01T14:18:35.376807Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:18:35.412912Z,Fuel System Status,0200,
2014-05-01T14:18:35.449768Z,Calculated Load Value,32.1568627451,%
2014-05-01T14:18:35.457893Z,Coolant Temperature,85,C
2014-05-01T14:18:35.494809Z,Short Term Fuel Trim,1.5625,%
2014-05-01T14:18:35.531692Z,Long Term Fuel Trim,-3.125,%
2014-05-01T14:18:35.568564Z,Intake Manifold Pressure,27,kPa
2014-05-01T14:18:35.605383Z,Engine RPM,1873,rpm
2014-05-01T14:18:35.614324Z,Vehicle Speed,70,km/h
2014-05-01T14:18:35.623450Z,Timing Advance,40.0,degrees
2014-05-01T14:18:35.658667Z,Intake Air Temp,13,C
2014-05-01T14:18:35.695503Z,Air Flow Rate (MAF),6.85,grams/sec
2014-05-01T14:18:35.732398Z,Throttle Position,18.8235294118,%
2014-05-01T14:18:35.740502Z,Location of O2 sensors,03,
2014-05-01T14:18:35.777484Z,O2 Sensor: 1 - 2,28800.78125,%
2014-05-01T14:18:35.814321Z,OBD Designation,01,
2014-05-01T14:18:35.851161Z,Time Since Engine Start,566,secs
2014-05-01T14:18:35.888038Z,Distance travelled with MIL on,0,km
2014-05-01T14:18:35.924884Z,Commanded EGR,0.0,%
2014-05-01T14:18:35.961742Z,EGR Error,0,%
2014-05-01T14:18:35.998642Z,Commanded Evaporative Purge,21.568627451,%
2014-05-01T14:18:36.035478Z,Fuel Level Input,74.5098039216,%
2014-05-01T14:18:36.072380Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:18:36.109218Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:18:36.146103Z,Evap. System Vapor Pressure,FEF6,
2014-05-01T14:18:36.182971Z,Barometric Pressure,83,kPa
2014-05-01T14:18:36.219798Z,O2S1_WR_lambda(1),7ED28001,
2014-05-01T14:18:36.256674Z,Catalyst Temperature Bank 1 Sensor 1,672.2,C
2014-05-01T14:18:36.293563Z,Monitor Status This Drive Cycle,0007E1A5,
